config_state,fsm_stage_descr,device_type,fsm_try,sacl,_ManagedObject__xtra_props,fsm_rmt_inv_err_descr,_handle,link_state,thermal,operability,fsm_prev,_ManagedObject__status,fsm_status,serial,block_size,id,_class_id,child_action,fsm_stamp,connection_protocol,lc,presence,_ManagedObject__parent_dn,fsm_progr,fsm_flags,fsm_rmt_inv_err_code,_ManagedObject__parent_mo,dn,config_check_point,enc_association,power_state,rn,size,revision,status,discovered_path,vendor,raw_size,admin_action,collected_date,link_speed,disk_state,physical_block_size,device_version,fsm_rmt_inv_rslt,number_of_blocks,oper_qualifier_reason,admin_virtual_drive_id,_child,admin_action_trigger,bootable,_dirty_mask,link_state_reason,_ManagedObject__xtra_props_dirty_mask,fsm_descr,variant_type,model
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3709,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-1/board/storage-SAS-1,,,,,sys/chassis-10/blade-1/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3710,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-1/board/storage-SAS-1,,,,,sys/chassis-10/blade-1/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3700,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-5/board/storage-SAS-1,,,,,sys/chassis-10/blade-5/board/storage-SAS-1/disk-1,,,unknown,disk-1,76546048,0,,,SEAGATE,,,2016-12-28 06:58:45,unknown,unknown,,,,76546048,N/A,,[],,,0,,1,,,ST973402SS
,,unspecified,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,unknown,,,,,unknown,2,StorageLocalDisk,,,unspecified,available,missing,sys/chassis-10/blade-5/board/storage-SAS-1,,,,,sys/chassis-10/blade-5/board/storage-SAS-1/disk-2,,,unknown,disk-2,unknown,0,,,,,,2016-12-28 06:58:45,unknown,unknown,,,,unknown,N/A,,[],,,0,,1,,,
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3701,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-4/board/storage-SAS-1,,,,,sys/chassis-10/blade-4/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3702,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-4/board/storage-SAS-1,,,,,sys/chassis-10/blade-4/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3703,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-2/board/storage-SAS-1,,,,,sys/chassis-10/blade-2/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3704,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-2/board/storage-SAS-1,,,,,sys/chassis-10/blade-2/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3712,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-3/board/storage-SAS-1,,,,,sys/chassis-10/blade-3/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3711,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-10/blade-3/board/storage-SAS-1,,,,,sys/chassis-10/blade-3/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3598,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-2/board/storage-SAS-1,,,,,sys/chassis-2/blade-2/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3599,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-2/board/storage-SAS-1,,,,,sys/chassis-2/blade-2/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3605,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-1/board/storage-SAS-1,,,,,sys/chassis-2/blade-1/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3604,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-1/board/storage-SAS-1,,,,,sys/chassis-2/blade-1/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3606,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-3/board/storage-SAS-1,,,,,sys/chassis-2/blade-3/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3607,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-3/board/storage-SAS-1,,,,,sys/chassis-2/blade-3/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3595,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-5/board/storage-SAS-1,,,,,sys/chassis-2/blade-5/board/storage-SAS-1/disk-1,,,unknown,disk-1,76546048,0,,,SEAGATE,,,2016-12-28 06:58:45,unknown,unknown,,,,76546048,N/A,,[],,,0,,1,,,ST973402SS
,,unspecified,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,unknown,,,,,unknown,2,StorageLocalDisk,,,unspecified,available,missing,sys/chassis-2/blade-5/board/storage-SAS-1,,,,,sys/chassis-2/blade-5/board/storage-SAS-1/disk-2,,,unknown,disk-2,unknown,0,,,,,,2016-12-28 06:58:45,unknown,unknown,,,,unknown,N/A,,[],,,0,,1,,,
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3597,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-4/board/storage-SAS-1,,,,,sys/chassis-2/blade-4/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3596,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-4/board/storage-SAS-1,,,,,sys/chassis-2/blade-4/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3608,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-6/board/storage-SAS-1,,,,,sys/chassis-2/blade-6/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3609,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-6/board/storage-SAS-1,,,,,sys/chassis-2/blade-6/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3602,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-8/board/storage-SAS-1,,,,,sys/chassis-2/blade-8/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3603,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-8/board/storage-SAS-1,,,,,sys/chassis-2/blade-8/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3601,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-7/board/storage-SAS-1,,,,,sys/chassis-2/blade-7/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3600,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-2/blade-7/board/storage-SAS-1,,,,,sys/chassis-2/blade-7/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3689,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-2/board/storage-SAS-1,,,,,sys/chassis-8/blade-2/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3688,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-2/board/storage-SAS-1,,,,,sys/chassis-8/blade-2/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3695,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-1/board/storage-SAS-1,,,,,sys/chassis-8/blade-1/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3694,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-1/board/storage-SAS-1,,,,,sys/chassis-8/blade-1/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3687,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-4/board/storage-SAS-1,,,,,sys/chassis-8/blade-4/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3686,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-4/board/storage-SAS-1,,,,,sys/chassis-8/blade-4/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3685,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-5/board/storage-SAS-1,,,,,sys/chassis-8/blade-5/board/storage-SAS-1/disk-1,,,unknown,disk-1,76546048,0,,,SEAGATE,,,2016-12-28 06:58:45,unknown,unknown,,,,76546048,N/A,,[],,,0,,1,,,ST973402SS
,,unspecified,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,unknown,,,,,unknown,2,StorageLocalDisk,,,unspecified,available,missing,sys/chassis-8/blade-5/board/storage-SAS-1,,,,,sys/chassis-8/blade-5/board/storage-SAS-1/disk-2,,,unknown,disk-2,unknown,0,,,,,,2016-12-28 06:58:45,unknown,unknown,,,,unknown,N/A,,[],,,0,,1,,,
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3697,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-3/board/storage-SAS-1,,,,,sys/chassis-8/blade-3/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3696,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-3/board/storage-SAS-1,,,,,sys/chassis-8/blade-3/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3699,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-6/board/storage-SAS-1,,,,,sys/chassis-8/blade-6/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3698,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-6/board/storage-SAS-1,,,,,sys/chassis-8/blade-6/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3693,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-8/board/storage-SAS-1,,,,,sys/chassis-8/blade-8/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3692,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-8/board/storage-SAS-1,,,,,sys/chassis-8/blade-8/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3684,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-6/board/storage-SAS-1,,,,,sys/chassis-7/blade-6/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3683,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-6/board/storage-SAS-1,,,,,sys/chassis-7/blade-6/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3680,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-1/board/storage-SAS-1,,,,,sys/chassis-7/blade-1/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3679,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-1/board/storage-SAS-1,,,,,sys/chassis-7/blade-1/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3673,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-2/board/storage-SAS-1,,,,,sys/chassis-7/blade-2/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3674,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-2/board/storage-SAS-1,,,,,sys/chassis-7/blade-2/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3682,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-3/board/storage-SAS-1,,,,,sys/chassis-7/blade-3/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3681,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-3/board/storage-SAS-1,,,,,sys/chassis-7/blade-3/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3672,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-4/board/storage-SAS-1,,,,,sys/chassis-7/blade-4/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3671,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-4/board/storage-SAS-1,,,,,sys/chassis-7/blade-4/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3678,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-8/board/storage-SAS-1,,,,,sys/chassis-7/blade-8/board/storage-SAS-1/disk-2,,,unknown,disk-2,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3677,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-8/board/storage-SAS-1,,,,,sys/chassis-7/blade-8/board/storage-SAS-1/disk-1,,,unknown,disk-1,104857600,0,,,ATA,,,2016-12-28 06:58:45,unknown,unknown,,,,104857600,N/A,,[],,,0,,1,,,SAMSUNG MCCOE1HG5MXP-0VB03
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3670,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-5/board/storage-SAS-1,,,,,sys/chassis-7/blade-5/board/storage-SAS-1/disk-1,,,unknown,disk-1,76546048,0,,,SEAGATE,,,2016-12-28 06:58:45,unknown,unknown,,,,76546048,N/A,,[],,,0,,1,,,ST973402SS
,,unspecified,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,unknown,,,,,unknown,2,StorageLocalDisk,,,unspecified,available,missing,sys/chassis-7/blade-5/board/storage-SAS-1,,,,,sys/chassis-7/blade-5/board/storage-SAS-1/disk-2,,,unknown,disk-2,unknown,0,,,,,,2016-12-28 06:58:45,unknown,unknown,,,,unknown,N/A,,[],,,0,,1,,,
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3691,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-7/board/storage-SAS-1,,,,,sys/chassis-8/blade-7/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3690,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-8/blade-7/board/storage-SAS-1,,,,,sys/chassis-8/blade-7/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3676,1024,2,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-7/board/storage-SAS-1,,,,,sys/chassis-7/blade-7/board/storage-SAS-1/disk-2,,,unknown,disk-2,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
,,HDD,,,{},,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,,,not-supported,,,,3675,1024,1,StorageLocalDisk,,,unspecified,available,equipped,sys/chassis-7/blade-7/board/storage-SAS-1,,,,,sys/chassis-7/blade-7/board/storage-SAS-1/disk-1,,,unknown,disk-1,629145600,0,,,TOSHIBA,,,2016-12-28 06:58:45,unknown,unknown,,,,629145600,N/A,,[],,,0,,1,,,AL13SEB600
